Filename,Weight,%_Weight_Loss
2_15_3.png,106.1,0.748362956
2_15_4.png,103.4,0.767754319
2_15_5.png,123.7,0.881410256
2_15_6.png,121.9,0.81366965
2_15_7.png,111.7,0.887311446
2_15_8.png,119.1,1.243781095
2_15_9.png,113.8,1.043478261
2_20_1.png,113,0.790166813
2_20_10.png,118.4,1.49750416
2_20_2.png,108.2,1.277372263
2_20_3.png,107.9,0.918273646
2_20_4.png,126.1,1.407349492
2_20_5.png,124.1,0.560897436
2_20_6.png,109.8,0.902527076
2_20_7.png,109.8,1.170117012
2_20_8.png,115.6,0.942587832
2_20_9.png,119.5,0.912106136
2_5_1.png,149.7,3.106796117
2_5_10.png,133.2,1.624815362
2_5_2.png,145,3.526280772
2_5_3.png,159.8,2.679658952
2_5_4.png,106.1,1.85013876
2_5_5.png,160.4,1.35301353
2_5_6.png,135.5,1.239067055
2_5_7.png,134.1,1.397058824
2_5_8.png,139.6,1.759324419
2_5_9.png,131.2,1.501501502
3_10_1.png,131.6,6.600425834
3_10_10.png,118.3,5.586592179
3_10_2.png,114.1,6.244864421
3_10_3.png,140.2,6.157965194
3_10_4.png,115,5.427631579
3_10_5.png,129.5,5.474452555
3_10_6.png,116.4,6.58105939
3_10_7.png,117.7,6.289808917
3_10_8.png,112.5,6.639004149
3_10_9.png,114.3,6.23461854
3_15_1.png,132.6,8.803301238
3_15_10.png,118.1,6.344171293
3_15_2.png,100,7.578558226
3_15_3.png,103.9,6.816143498
3_15_4.png,100.5,7.287822878
3_15_5.png,120.6,6.439100078
3_15_6.png,119,7.751937984
3_15_7.png,109.4,7.44500846
3_15_8.png,116.2,7.704527403
3_15_9.png,110.6,7.602339181
3_20_1.png,111.1,8.333333333
3_20_10.png,115.4,8.26709062
3_20_2.png,105.8,10.1104503
3_20_3.png,105.6,8.013937282
3_20_4.png,121.2,8.66616428
3_20_5.png,120.1,7.043343653
3_20_6.png,105.7,11.25104954
3_20_7.png,106.6,9.43075616
3_20_8.png,112,9.75020145
3_20_9.png,115.9,8.37944664
3_5_1.png,148.4,6.607929515
3_5_10.png,131.5,5.327573794
3_5_2.png,144,6.432748538
3_5_3.png,158.5,5.990510083
3_5_4.png,105.5,4.697380307
3_5_5.png,158.8,4.624624625
3_5_6.png,134.3,7.950651131
3_5_7.png,132.9,6.144067797
3_5_8.png,137.9,6.63507109
3_5_9.png,129.4,6.231884058
4_10_1.png,129.8,7.877927608
4_10_10.png,117.2,6.464485235
4_10_2.png,112.8,7.313064914
4_10_3.png,138.4,7.362784471
4_10_4.png,113.5,6.661184211
4_10_5.png,128.3,6.350364964
4_10_6.png,115.3,7.46388443
4_10_7.png,116.8,7.006369427
4_10_8.png,111.2,7.717842324
4_10_9.png,112.9,7.383100902
4_15_1.png,131.1,9.834938102
4_15_10.png,116.5,7.613005551
4_15_2.png,99.1,8.410351201
4_15_3.png,102.8,7.802690583
4_15_4.png,99.1,8.579335793
4_15_5.png,119.4,7.370054306
4_15_6.png,117.2,9.147286822
4_15_7.png,108.1,8.544839255
4_15_8.png,114.5,9.054805401
4_15_9.png,108.9,9.022556391
4_20_1.png,109.2,9.900990099
4_20_10.png,113.4,9.856915739
4_20_2.png,103.9,11.72472387
4_20_3.png,104.1,9.320557491
4_20_4.png,119,10.32403919
4_20_5.png,118.3,8.436532508
4_20_6.png,104,12.67842149
4_20_7.png,104.8,10.96006797
4_20_8.png,110.3,11.12006446
4_20_9.png,113.7,10.11857708
4_5_1.png,147.5,7.174323474
4_5_10.png,128.7,7.343412527
4_5_2.png,143.3,6.887589344
4_5_3.png,157.5,6.583629893
4_5_4.png,104.8,5.329719964
4_5_5.png,157.9,5.165165165
4_5_6.png,133.6,8.430431803
4_5_7.png,131.9,6.850282486
4_5_8.png,136.7,7.447528775
4_5_9.png,125.8,8.84057971
5_10_1.png,127.9,9.226401703
5_10_10.png,114.7,8.459696728
5_10_2.png,110.5,9.202958094
5_10_3.png,136.5,8.634538153
5_10_4.png,112.6,7.401315789
5_10_5.png,126.3,7.810218978
5_10_6.png,113.5,8.908507223
5_10_7.png,115.3,8.200636943
5_10_8.png,109.6,9.045643154
5_10_9.png,111,8.941755537
5_15_1.png,127.9,12.03576341
5_15_10.png,113.2,10.22997621
5_15_2.png,97.1,10.25878004
5_15_3.png,101,9.417040359
5_15_4.png,95.8,11.62361624
5_15_5.png,115.6,10.31807603
5_15_6.png,113.6,11.9379845
5_15_7.png,105.2,10.99830795
5_15_8.png,111.5,11.43764893
5_15_9.png,106.4,11.11111111
5_20_1.png,105.8,12.70627063
5_20_10.png,108.2,13.99046105
5_20_2.png,103.3,12.23449448
5_20_3.png,100.7,12.28222997
5_20_4.png,114.6,13.639789
5_20_5.png,113.3,12.30650155
5_20_6.png,99.2,16.70864819
5_20_7.png,100.6,14.52846219
5_20_8.png,106.1,14.50443191
5_20_9.png,110.1,12.96442688
5_5_1.png,147.2,7.36312146
5_5_10.png,127.7,8.063354932
5_5_2.png,142.8,7.212475634
5_5_3.png,157.2,6.761565836
5_5_4.png,104.5,5.600722674
5_5_5.png,157.2,5.585585586
5_5_6.png,133,8.841672378
5_5_7.png,130.9,7.556497175
5_5_8.png,135.8,8.056872038
5_5_9.png,124.8,9.565217391
6_10_1.png,125.9,10.64584812
6_10_10.png,112.9,9.896249002
6_10_2.png,110.1,9.531635168
6_10_3.png,134.2,10.17402945
6_10_4.png,110.4,9.210526316
6_10_5.png,124.5,9.124087591
6_10_6.png,111.8,10.27287319
6_10_7.png,113.3,9.792993631
6_10_8.png,107.8,10.53941909
6_10_9.png,109.2,10.41837572
6_15_1.png,127,12.65474553
6_15_10.png,112.1,11.10229976
6_15_2.png,96.4,10.90573013
6_15_3.png,100.1,10.22421525
6_15_4.png,94.2,13.099631
6_15_5.png,114.6,11.09387122
6_15_6.png,112.6,12.71317829
6_15_7.png,104.1,11.92893401
6_15_8.png,110.4,12.31135822
6_15_9.png,105.1,12.19715957
6_20_1.png,104.5,13.77887789
6_20_10.png,105.8,15.89825119
6_20_2.png,68.8,41.54630416
6_20_3.png,99.2,13.58885017
6_20_4.png,76.6,42.2758101
6_20_5.png,99.9,22.67801858
6_20_6.png,79.9,32.91351805
6_20_7.png,87.3,25.82837723
6_20_8.png,104.5,15.79371475
6_20_9.png,99.2,21.58102767
6_5_1.png,146.5,7.803650094
6_5_10.png,124.5,10.36717063
6_5_2.png,142.2,7.602339181
6_5_3.png,156,7.473309609
6_5_4.png,103.5,6.504065041
6_5_5.png,156,6.306306306
6_5_6.png,130.5,10.55517478
6_5_7.png,127.7,9.816384181
6_5_8.png,129.8,12.11916046
6_5_9.png,121.9,11.66666667
7_10_1.png,124.5,11.63946061
7_10_10.png,111.5,11.01356744
7_10_2.png,109.1,10.35332786
7_10_3.png,132.9,11.04417671
7_10_4.png,109.2,10.19736842
7_10_5.png,123.4,9.927007299
7_10_6.png,112.3,9.871589085
7_10_7.png,111.9,10.90764331
7_10_8.png,107,11.2033195
7_10_9.png,108,11.40278917
7_15_1.png,125.1,13.96148556
7_15_10.png,110.9,12.05392546
7_15_2.png,95.4,11.82994455
7_15_3.png,99.1,11.12107623
7_15_4.png,78.3,27.76752768
7_15_5.png,113.7,11.79208689
7_15_6.png,111.4,13.64341085
7_15_7.png,103.2,12.69035533
7_15_8.png,109.4,13.1056394
7_15_9.png,85.4,28.65497076
7_5_1.png,145.8,8.244178729
7_5_10.png,123.6,11.01511879
7_5_2.png,141.6,7.992202729
7_5_3.png,155.1,8.007117438
7_5_4.png,102.5,7.407407407
7_5_5.png,154.9,6.966966967
7_5_6.png,129.6,11.17203564
7_5_7.png,126.6,10.59322034
7_5_8.png,128.7,12.86391334
7_5_9.png,120.8,12.46376812
8_10_1.png,122.8,12.84599006
8_10_10.png,109.9,12.29050279
8_10_2.png,108,11.25718981
8_10_3.png,131.3,12.11512718
8_10_4.png,107.6,11.51315789
8_10_5.png,122,10.94890511
8_10_6.png,109.7,11.95826645
8_10_7.png,110.7,11.86305732
8_10_8.png,105.7,12.28215768
8_10_9.png,106.5,12.63330599
8_15_10.png,108.3,14.11578113
8_15_2.png,93.8,13.30868762
8_15_3.png,97.8,12.28699552
8_15_5.png,112,13.11093871
8_15_6.png,109.8,14.88372093
8_15_7.png,101.4,14.21319797
8_15_8.png,107.5,14.61477363
8_5_1.png,144.8,8.873505349
8_5_10.png,122.4,11.87904968
8_5_2.png,140.5,8.706952567
8_5_3.png,153.8,8.778173191
8_5_4.png,101.8,8.039747064
8_5_5.png,153.9,7.567567568
8_5_6.png,128.6,11.8574366
8_5_7.png,124.6,12.00564972
8_5_8.png,127.7,13.54096141
8_5_9.png,119.6,13.33333333
